Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
31-Jul-1992,Swimming 200m Individual Medley Men - Olympic Games 1992,30,,"José Carlos Souza (BRA, 03 Jul 1971)",Brazil,,21-028,2:07.09
31-Jul-1992,Swimming 200m Individual Medley Men - Olympic Games 1992,35,,"Renato Ramalho (BRA, 17 Apr 1968)",Brazil,,24-105,2:07.78
30-Jul-1992,Equestrian - Eventing Individual Open - Olympic Games 1992,60,,Druby (Xilena),Brazil,,25-250,328.00
30-Jul-1992,Equestrian - Eventing Individual Open - Olympic Games 1992,EL,,Fofanoff (Kaiser Eden),Brazil,,,
30-Jul-1992,Gymnastics - Artistic Individual All-Around Women - Olympic Games 1992,57,,"Luisa Parente Ribeiro (BRA, 01 Feb 1973)",Brazil,,19-180,76.797
30-Jul-1992,Judo 63kg Women - Olympic Games 1992,20,,"Tania Ishi (BRA, 30 Oct 1968)",Brazil,,23-274,
30-Jul-1992,Judo 81kg Men - Olympic Games 1992,18,,"Ezequiel Paraguassu (BRA, 04 Nov 1963)",Brazil,,28-269,
30-Jul-1992,Swimming 50m Freestyle Men - Olympic Games 1992,13,,"Gustavo Borges (BRA, 02 Dec 1972)",Brazil,,19-241,23.01
30-Jul-1992,Swimming 50m Freestyle Men - Olympic Games 1992,41,,"Teófilo Ferreira (BRA, 02 Jun 1973)",Brazil,,19-058,24.13
30-Jul-1992,Swimming 100m Backstroke Men - Olympic Games 1992,21,,"Rogério Romero (BRA, 22 Nov 1969)",Brazil,,22-251,57.28
30-Jul-1992,Swimming 200m Butterfly Men - Olympic Games 1992,15,,"Eduardo Piccinini (BRA, 30 Nov 1972)",Brazil,,19-243,2:01.87
30-Jul-1992,Swimming 200m Butterfly Men - Olympic Games 1992,19,,"André Teixeira (BRA, 24 Apr 1974)",Brazil,,18-097,2:01.39
29-Jul-1992,Judo 70kg Women - Olympic Games 1992,16,,"Rosiclea Campos (BRA, 07 Nov 1969)",Brazil,,22-265,
29-Jul-1992,Judo 90kg Men - Olympic Games 1992,21,,"Wagner Castropil (BRA, 17 Jun 1966)",Brazil,,26-042,
29-Jul-1992,Swimming 4 x 100m Freestyle Relay Men - Olympic Games 1992,6,,Brazil,Brazil,,21-007,3:20.99
28-Jul-1992,Judo 78kg Women - Olympic Games 1992,13,,"Soraia André (BRA, 09 Aug 1964)",Brazil,,27-354,
28-Jul-1992,Judo 100kg Men - Olympic Games 1992,9,,"Aurélio Miguel (BRA, 10 Mar 1964)",Brazil,,28-140,
28-Jul-1992,Shooting 10m Air Pistol Men - Olympic Games 1992,42,,"Wilson Scheidemantel (BRA, 29 Oct 1949)",Brazil,,42-273,568
28-Jul-1992,Swimming 100m Freestyle Men - Olympic Games 1992,2,S,"Gustavo Borges (BRA, 02 Dec 1972)",Brazil,,19-239,49.43
28-Jul-1992,Swimming 100m Freestyle Men - Olympic Games 1992,25,,"Emmanuel Nascimento (BRA, 13 Aug 1970)",Brazil,,21-350,51.17
28-Jul-1992,Swimming 200m Backstroke Men - Olympic Games 1992,10,,"Rogério Romero (BRA, 22 Nov 1969)",Brazil,,22-249,2:01.02
27-Jul-1992,Diving 10m Platform Women - Olympic Games 1992,28,,"Silvana Neitzke (BRA, 02 Mar 1971)",Brazil,,21-147,230.70
27-Jul-1992,Judo +78kg Women - Olympic Games 1992,9,,"Edilena Aparecida Andrade (BRA, 14 Mar 1971)",Brazil,,21-135,
27-Jul-1992,Judo +100kg Men - Olympic Games 1992,21,,"José Mario Tranquilline (BRA, 23 Oct 1962)",Brazil,,29-278,
27-Jul-1992,Shooting 25m Pistol Women - Olympic Games 1992,38,,"Tania Giansanti (BRA, 11 May 1956)",Brazil,,36-077,563
27-Jul-1992,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 1992,7,,Brazil,Brazil,,20-196,7:24.03
27-Jul-1992,Swimming 100m Butterfly Men - Olympic Games 1992,12,,"José Carlos Souza (BRA, 03 Jul 1971)",Brazil,,21-024,54.85
27-Jul-1992,Swimming 100m Butterfly Men - Olympic Games 1992,18,,"Eduardo Piccinini (BRA, 30 Nov 1972)",Brazil,,19-240,54.87
27-Jul-1992,Swimming 400m Individual Medley Men - Olympic Games 1992,22,,"Renato Ramalho (BRA, 17 Apr 1968)",Brazil,,24-101,4:29.28
26-Jul-1992,Cycling - Road Road race Women - Olympic Games 1992,48,,"Cláudia Saintagne (BRA, 08 Nov 1962)",Brazil,,29-261,2:23:52
26-Jul-1992,Swimming 200m Freestyle Men - Olympic Games 1992,21,,"Cristiano Michelena (BRA, 09 Mar 1971)",Brazil,,21-139,1:51.04
26-Jul-1992,Swimming 200m Freestyle Men - Olympic Games 1992,22,,"Gustavo Borges (BRA, 02 Dec 1972)",Brazil,,19-237,1:51.42
02-Oct-1988,Football Team Men - Olympic Games 1988,2,S,Brazil,Brazil,,24-296,
02-Oct-1988,Volleyball Team Men - Olympic Games 1988,4,,Brazil,Brazil,,26-085,
30-Sep-1988,Basketball Team Men - Olympic Games 1988,5,,Brazil,Brazil,,27-205,
30-Sep-1988,Judo 100kg Men - Olympic Games 1988,1,G,"Aurélio Miguel (BRA, 10 Mar 1964)",Brazil,,24-204,
29-Sep-1988,Volleyball Team Women - Olympic Games 1988,6,,Brazil,Brazil,,22-142,
28-Sep-1988,Athletics 200m Men - Olympic Games 1988,3,B,"Róbson da Silva (BRA, 04 Sep 1964)",Brazil,,24-024,20.04
28-Sep-1988,Equestrian - Jumping Team Open - Olympic Games 1988,8,,Brazil,Brazil,,28-107,75.00
26-Sep-1988,Athletics 800m Men - Olympic Games 1988,2,S,"Joaquim Cruz (BRA, 12 Mar 1963)",Brazil,,25-198,1:43.90
26-Sep-1988,Athletics 800m Men - Olympic Games 1988,6,,"José Luiz Barbosa (BRA, 27 May 1961)",Brazil,,27-122,1:46.39
24-Sep-1988,Athletics 100m Men - Olympic Games 1988,5,,"Róbson da Silva (BRA, 04 Sep 1964)",Brazil,,24-020,10.11
22-Sep-1988,Swimming 200m Backstroke Men - Olympic Games 1988,8,,"Rogério Romero (BRA, 22 Nov 1969)",Brazil,,18-305,2:02.28
12-Aug-1984,Football Team Men - Olympic Games 1984,2,S,Brazil,Brazil,,23-184,
11-Aug-1984,Athletics 4 x 100m Relay Men - Olympic Games 1984,8,,Brazil,Brazil,,24-319,39.40
11-Aug-1984,Volleyball Team Men - Olympic Games 1984,2,S,Brazil,Brazil,,25-187,
10-Aug-1984,Basketball Team Men - Olympic Games 1984,9,,Brazil,Brazil,,27-229,
10-Aug-1984,Water Polo Team Men - Olympic Games 1984,12,,Brazil,Brazil,,22-130,
09-Aug-1984,Judo 100kg Men - Olympic Games 1984,2,S,"Douglas Vieira (BRA, 17 Jun 1960)",Brazil,,24-053,
09-Aug-1984,Volleyball Team Women - Olympic Games 1984,7,,Brazil,Brazil,,22-091,
08-Aug-1984,Athletics 200m Men - Olympic Games 1984,4,,"João Batista da Silva (BRA, 22 Aug 1963)",Brazil,,20-352,20.30
08-Aug-1984,Judo 90kg Men - Olympic Games 1984,3,B,"Walter Carmona (BRA, 21 Jun 1957)",Brazil,,27-048,
06-Aug-1984,Athletics 800m Men - Olympic Games 1984,1,G,"Joaquim Cruz (BRA, 12 Mar 1963)",Brazil,,21-147,1:43.00
06-Aug-1984,Judo 73kg Men - Olympic Games 1984,3,B,"Luis Onmura (BRA, 29 Jun 1960)",Brazil,,24-038,
05-Aug-1984,Judo 66kg Men - Olympic Games 1984,8,,"Sergio Sano (BRA, 18 Jan 1963)",Brazil,,21-200,
05-Aug-1984,Rowing Pair Men - Olympic Games 1984,8,,Carvalho / Carvalho,Brazil,,24-048,7:03.97
04-Aug-1984,Judo 60kg Men - Olympic Games 1984,7,,"Luis Shinohara (BRA, 29 Aug 1954)",Brazil,,29-341,
02-Aug-1984,Shooting 25m Rapid Fire Pistol Men - Olympic Games 1984,4,,"Delival Nobre (BRA, 27 Sep 1948)",Brazil,,35-310,591
31-Jul-1984,Swimming 200m Backstroke Men - Olympic Games 1984,4,,"Ricardo Prado (BRA, 03 Jan 1965)",Brazil,,19-210,2:03.05
30-Jul-1984,Swimming 400m Individual Medley Men - Olympic Games 1984,2,S,"Ricardo Prado (BRA, 03 Jan 1965)",Brazil,,19-209,4:18.45
29-Jul-1984,Shooting 25m Pistol Women - Olympic Games 1984,7,,"Debora Srour (BRA, 19 Mar 1962)",Brazil,,22-132,578
03-Aug-1980,Basketball Team Men - Olympic Games 1980,5,,Brazil,Brazil,,23-246,
02-Aug-1980,Boxing Featherweight Men - Olympic Games 1980,5,,"Sidnei Dal Rovere (BRA, 20 Mar 1959)",Brazil,,21-135,
01-Aug-1980,Athletics 4 x 100m Relay Men - Olympic Games 1980,8,,Brazil,Brazil,,25-220,39.54
01-Aug-1980,Athletics 4 x 400m Relay Men - Olympic Games 1980,5,,Brazil,Brazil,,22-138,3:05.9
01-Aug-1980,Volleyball Team Men - Olympic Games 1980,5,,Brazil,Brazil,,23-188,
29-Jul-1980,Sailing 470 Men - Olympic Games 1980,1,G,Pinto Rizzo Soares / Penido,Brazil,,19-359,36.4
29-Jul-1980,Sailing Finn Men - Olympic Games 1980,4,,"Cláudio Biekarck (BRA, 16 May 1951)",Brazil,,29-074,53
29-Jul-1980,Volleyball Team Women - Olympic Games 1980,7,,Brazil,Brazil,,20-308,
28-Jul-1980,Judo 90kg Men - Olympic Games 1980,5,,"Walter Carmona (BRA, 21 Jun 1957)",Brazil,,23-037,
27-Jul-1980,Swimming 400m Individual Medley Men - Olympic Games 1980,5,,"Djan Madruga (BRA, 07 Dec 1958)",Brazil,,21-233,4:26.81
26-Jul-1980,Athletics 800m Men - Olympic Games 1980,4,,"Agberto Guimarães (BRA, 18 Aug 1957)",Brazil,,22-343,1:46.2
25-Jul-1980,Athletics Triple Jump Men - Olympic Games 1980,3,B,"João Carlos de Oliveira (BRA, 28 May 1954)",Brazil,,26-058,17.22
24-Jul-1980,Swimming 4 x 100m Medley Relay Men - Olympic Games 1980,8,,Brazil,Brazil,,20-028,3:53.24
24-Jul-1980,Swimming 400m Freestyle Men - Olympic Games 1980,4,,"Djan Madruga (BRA, 07 Dec 1958)",Brazil,,21-230,3:54.15
23-Jul-1980,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 1980,3,B,Brazil,Brazil,,19-265,7:29.30
01-Aug-1976,Football Team Men - Olympic Games 1976,4,,Brazil,Brazil,,21-104,
31-Jul-1976,Boxing Middleweight Men - Olympic Games 1976,5,,"Fernando Martins (BRA, 15 Aug 1952)",Brazil,,23-351,
30-Jul-1976,Athletics Triple Jump Men - Olympic Games 1976,3,B,"João Carlos de Oliveira (BRA, 28 May 1954)",Brazil,,22-063,16.90
30-Jul-1976,Volleyball Team Men - Olympic Games 1976,7,,Brazil,Brazil,,23-254,
29-Jul-1976,Athletics Long Jump Men - Olympic Games 1976,5,,"João Carlos de Oliveira (BRA, 28 May 1954)",Brazil,,22-062,8.00
26-Jul-1976,Athletics 200m Men - Olympic Games 1976,5,,"Ruy da Silva (BRA, 05 Sep 1951)",Brazil,,24-325,20.84
22-Jul-1976,Swimming 400m Freestyle Men - Olympic Games 1976,4,,"Djan Madruga (BRA, 07 Dec 1958)",Brazil,,17-228,3:57.18
20-Jul-1976,Swimming 1500m Freestyle Men - Olympic Games 1976,4,,"Djan Madruga (BRA, 07 Dec 1958)",Brazil,,17-226,15:19.84
11-Sep-1972,Basketball Team Men - Olympic Games 1972,7,,Brazil,Brazil,,26-189,
11-Sep-1972,Football Team Men - Olympic Games 1972,9,,Brazil,Brazil,,19-352,
11-Sep-1972,Volleyball Team Men - Olympic Games 1972,8,,Brazil,Brazil,,24-052,
04-Sep-1972,Athletics Triple Jump Men - Olympic Games 1972,3,B,"Nelson Prudencio (BRA, 04 Apr 1944)",Brazil,,28-153,17.05
04-Sep-1972,Swimming 4 x 100m Medley Relay Men - Olympic Games 1972,5,,Brazil,Brazil,,19-037,3:57.89
01-Sep-1972,Judo 100kg Men - Olympic Games 1972,3,B,"Chiaki Ishii (BRA, 01 Oct 1941)",Brazil,,30-336,
30-Aug-1972,Swimming 100m Breaststroke Men - Olympic Games 1972,6,,"José Fiolo (BRA, 02 Mar 1950)",Brazil,,22-181,1:06.24
28-Aug-1972,Swimming 4 x 100m Freestyle Relay Men - Olympic Games 1972,4,,Brazil,Brazil,,21-050,3:33.14
27-Oct-1968,Basketball Team Men - Olympic Games 1968,4,,Brazil,Brazil,,25-248,
27-Oct-1968,Equestrian - Jumping Team Open - Olympic Games 1968,7,,Brazil,Brazil,,25-260,138.00
27-Oct-1968,Football Team Men - Olympic Games 1968,9,,Brazil,Brazil,,20-287,
26-Oct-1968,Boxing Flyweight Men - Olympic Games 1968,3,B,"Servilio de Oliveira (BRA, 06 May 1948)",Brazil,,20-173,
26-Oct-1968,Volleyball Team Men - Olympic Games 1968,9,,Brazil,Brazil,,24-176,
26-Oct-1968,Water Polo Team Men - Olympic Games 1968,13,,Brazil,Brazil,,25-331,
19-Oct-1968,Rowing Double Sculls Men - Olympic Games 1968,7,,Gijsen / Klein,Brazil,,27-279,7:04.13
19-Oct-1968,Swimming 100m Breaststroke Men - Olympic Games 1968,4,,"José Fiolo (BRA, 02 Mar 1950)",Brazil,,18-231,1:08.1
17-Oct-1968,Athletics Triple Jump Men - Olympic Games 1968,2,S,"Nelson Prudencio (BRA, 04 Apr 1944)",Brazil,,24-196,17.27
24-Oct-1964,Basketball Team Men - Olympic Games 1964,3,B,Brazil,Brazil,,24-235,
24-Oct-1964,Equestrian - Jumping Individual Open - Olympic Games 1964,5,,Pessoa (Huipil),Brazil,,28-313,20.00
24-Oct-1964,Football Team Men - Olympic Games 1964,9,,Brazil,Brazil,,20-314,
24-Oct-1964,Volleyball Team Men - Olympic Games 1964,7,,Brazil,Brazil,,24-170,
21-Oct-1964,Judo 90kg Men - Olympic Games 1964,5,,"Lhofei Shiozawa (BRA, 01 Jun 1941)",Brazil,,23-142,
21-Oct-1964,Sailing Finn Men - Olympic Games 1964,7,,"Joerg Bruder (BRA, 16 Nov 1937)",Brazil,,26-340,4956
18-Oct-1964,Water Polo Team Men - Olympic Games 1964,13,,Brazil,Brazil,,27-204,
15-Oct-1964,Athletics High Jump Women - Olympic Games 1964,4,,"Aída Dos Santos (BRA, 01 Mar 1937)",Brazil,,27-228,1.74
11-Sep-1960,Football Team Men - Olympic Games 1960,5,,Brazil,Brazil,,20-295,
10-Sep-1960,Basketball Team Men - Olympic Games 1960,3,B,Brazil,Brazil,,24-074,
07-Sep-1960,Sailing Finn Men - Olympic Games 1960,5,,"Reinaldo Conrad (BRA, 31 May 1942)",Brazil,,18-099,5176
03-Sep-1960,Water Polo Team Men - Olympic Games 1960,13,,Brazil,Brazil,,29-114,
27-Aug-1960,Swimming 100m Freestyle Men - Olympic Games 1960,3,B,"Manuel Dos Santos (BRA, 22 Feb 1939)",Brazil,,21-187,55.4
01-Dec-1956,Basketball Team Men - Olympic Games 1956,6,,Brazil,Brazil,,26-046,
27-Nov-1956,Athletics 200m Men - Olympic Games 1956,6,,"José Telles da Conceição (BRA, 23 May 1931)",Brazil,,25-188,21.3
27-Nov-1956,Athletics Triple Jump Men - Olympic Games 1956,1,G,"Adhemar Ferreira da Silva (BRA, 29 Sep 1927)",Brazil,,29-059,16.35
03-Aug-1952,Basketball Team Men - Olympic Games 1952,6,,Brazil,Brazil,,28-226,
03-Aug-1952,Football Team Men - Olympic Games 1952,5,,Brazil,Brazil,,20-291,
02-Aug-1952,Boxing Light Heavyweight Men - Olympic Games 1952,5,,"Lucio Grotone (BRA, 09 Nov 1928)",Brazil,,23-267,
02-Aug-1952,Swimming 1500m Freestyle Men - Olympic Games 1952,3,B,"Tetsuo Okamoto (BRA, 20 Mar 1932)",Brazil,,20-135,18:51.3
02-Aug-1952,Water Polo Team Men - Olympic Games 1952,13,,Brazil,Brazil,,24-053,
28-Jul-1952,Diving 3m Springboard Men - Olympic Games 1952,6,,"Milton Busin (BRA, 17 Jan 1927)",Brazil,,25-193,155.91
23-Jul-1952,Athletics Triple Jump Men - Olympic Games 1952,1,G,"Adhemar Ferreira da Silva (BRA, 29 Sep 1927)",Brazil,,24-298,16.22
23-Jul-1952,Athletics Triple Jump Men - Olympic Games 1952,7,,"Geraldo De Oliveira (BRA, 23 Nov 1919)",Brazil,,32-243,14.95
21-Jul-1952,Athletics Long Jump Men - Olympic Games 1952,4,,"Ary Façanha De Sá (BRA, 01 Apr 1928)",Brazil,,24-111,7.23
20-Jul-1952,Athletics High Jump Men - Olympic Games 1952,3,B,"José Telles da Conceição (BRA, 23 May 1931)",Brazil,,21-058,1.98
14-Aug-1948,Basketball Team Men - Olympic Games 1948,3,B,Brazil,Brazil,,26-344,
13-Aug-1948,Boxing Lightweight Men - Olympic Games 1948,5,,"Raul Benedito Zumbano (BRA, 14 Oct 1925)",Brazil,,22-304,
07-Aug-1948,Athletics 4 x 100m Relay Men - Olympic Games 1948,8,,Brazil,Brazil,,24-249,42.4
07-Aug-1948,Swimming 200m Breaststroke Men - Olympic Games 1948,6,,"Willy Otto Jordan (BRA, 15 Sep 1920)",Brazil,,27-327,2:46.4
07-Aug-1948,Swimming 400m Freestyle Women - Olympic Games 1948,6,,"Piedade Coutinho (BRA, 02 May 1920)",Brazil,,28-097,5:29.4
06-Aug-1948,Swimming 4 x 100m Freestyle Relay Women - Olympic Games 1948,6,,Brazil,Brazil,,19-053,4:49.1
03-Aug-1948,Athletics Triple Jump Men - Olympic Games 1948,5,,"Geraldo De Oliveira (BRA, 23 Nov 1919)",Brazil,,28-254,14.83
03-Aug-1948,Athletics Triple Jump Men - Olympic Games 1948,8,,"Adhemar Ferreira da Silva (BRA, 29 Sep 1927)",Brazil,,20-309,14.49
03-Aug-1948,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 1948,8,,Brazil,Brazil,,20-279,9:31.0
16-Aug-1936,Basketball Team Men - Olympic Games 1936,9,,Brazil,Brazil,,24-078,
15-Aug-1936,Swimming 400m Freestyle Women - Olympic Games 1936,5,,"Piedade Coutinho (BRA, 02 May 1920)",Brazil,,16-105,5:35.2
10-Aug-1936,Swimming 100m Freestyle Women - Olympic Games 1936,8,,"Piedade Coutinho (BRA, 02 May 1920)",Brazil,,16-100,1:09.6
04-Aug-1936,Athletics 400m Hurdles Men - Olympic Games 1936,5,,"Sylvio De Magalhaes Padilha (BRA, 05 Jun 1919)",Brazil,,17-060,54.0
13-Aug-1932,Water Polo Team Men - Olympic Games 1932,5,,Brazil,Brazil,,28-071,
09-Aug-1932,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 1932,7,,Brazil,Brazil,,18-351,10:36.5
03-Aug-1932,Athletics Pole Vault Men - Olympic Games 1932,6,,"Lucio Almeida De Castro Golcalves (BRA, 01 Oct 1910)",Brazil,,21-307,3.90
03-Aug-1932,Athletics Pole Vault Men - Olympic Games 1932,8,,"Carlos Joel Nelli (BRA, 03 Dec 1902)",Brazil,,29-244,3.00
02-Aug-1932,Athletics Long Jump Men - Olympic Games 1932,8,,"Clovis De Figueiredo Raposo (BRA, 30 May 1909)",Brazil,,23-064,6.43
17-Jul-1924,Rowing Double Sculls Men - Olympic Games 1924,4,,Castello-Branco / Castello-Branco,Brazil,,24-124,
12-Sep-1920,Water Polo Team Men - Olympic Games 1920,6,,Brazil,Brazil,,26-357,
29-Aug-1920,Diving 10m Platform Men - Olympic Games 1920,7,,"Adolfo Wellisch (BRA, 09 Feb 1886)",Brazil,,34-202,423.80
27-Aug-1920,Diving 3m Springboard Men - Olympic Games 1920,8,,"Adolfo Wellisch (BRA, 09 Feb 1886)",Brazil,,34-200,522.85
03-Aug-1920,Shooting 25m Rapid Fire Pistol Men - Olympic Games 1920,1,G,"Guilherme Paraense (BRA, 25 Jun 1884)",Brazil,,36-039,274
